more than 130 homes and 170 square miles burned due to wildfire allegedly started by illegal alien hashtag trump hashtag maga hashtag sendthemhome hashtag rednationrising https://t co/b9ut1x0v3d via @user	<pad><SCN> I don't think that's the case. It's not true. <ECN></s>
we welcome refugees not me unless our own people get the same treatment complaints about being locked out and if they are returned to afghanistan they will be killed really so what is fair about those on waiting lists for housing and nhs who are dying because they can access	<pad><SCN> It is not fair to say that refugees are killed because they are not on the waiting lists. <ECN></s>
@user 1 illegal alien who opened the floodgates for millions more to follow hashtag buildthatwall hashtag deport illegal s hashtag maga hashtag usa hashtag potus hashtag trump	<pad><SCN> I don't think you are implying that immigrants are "opening the floodgates" for millions more. <ECN></s>
@user @user hashtag migrants hashtag muslim migrants go home you do not belong among ordinary people killing raping enslaving and torturing people is not allowed even if you call it a religion you have no rights over me	<pad><SCN> You are assuming that Muslims are ordinary people, not Muslims. You are implying that Muslims are rapists, enslavers, and torturing people. <ECN></s>
@user i speak for myself &amp everyone i know here on big island- vote yes for funding to hashtag buildthewall never in my years here have i heard the concerns from every level the young in hilo losing jobs to migrants several auto accidents with u	<pad><SCN> I don't understand why you would vote for building a wall. Besides, it's not a good idea to do anything <ECN></s>
@user maybe he get his wall - wonderful to stop refugees from south	<pad><SCN> I don't think he has any idea how to stop refugees from South. <ECN></s>
@user thank you mr president today in md 4 ma13 convicted on multiple robbery charges 3 of the 4 are illegal s nc an illegal kills motorcyclist in hit and run hashtag buildthatwall	<pad><SCN> I don't think you are implying that all criminals are illegals. <ECN></s>
" so sad the elite politicians and virtue signallers just dont get it hashtag illegalimmigration is not multiculturism "	<pad><SCN> I don't think you understand that. You are assuming that the elite politicians and virtue signallers just don't get it. <ECN></s>
@user @user @user @user @user @user build wall/enddaca/end sanctuary cities/end chain migration/pass raise act/enact e-verify/enforce travel ban/require photo id to vote/stop lottery immigration / we are in fight 4 heart & soul of usa/vote	<pad><SCN> I don't think you are arguing that immigration is a problem. <ECN></s>
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm	<pad><SCN> What a xenophobic xenophist <ECN></s>
